_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
149836,,PGPH13.087,"Cunningham, Imogen",Imogen Cunningham,"Martha Graham, 39",gelatin silver print,,1931,,,,,,,,,,,California,photograph,I:\Images\04_Web\PGPH\PGPH13\PGPH13.75_117\PGPH13.087_01_g04.jpg,
19700,97.542,PH97230,"Curtis, Edward S.",Edward S. Curtis,A Boulder Millingstone - Miwok,gelatin silver print,5 3/4 in. x 7 3/4 in. (14.61 cm x 19.69 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.542.jpg,
19703,97.541,PH97233,"Curtis, Edward S.",Edward S. Curtis,Old Bob - Tachi - Yokuts,gelatin silver print,7 3/4 in. x 5 3/4 in. (19.69 cm x 14.61 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.541.jpg,
22780,97.930.A,PH97595,"Curtis, Edward S.",Edward S. Curtis,Yokuts Baskets,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.A.jpg,
23272,97.929.24,PH97637,"Curtis, Edward S.",Edward S. Curtis,"The Burden - Basket, Coast Pomo",photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.C.jpg,
23273,97.929.7,PH97638,"Curtis, Edward S.",Edward S. Curtis,"A Mixed Blood, Coast Pomo",photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.D.jpg,
23275,97.929.10,PH97640,"Curtis, Edward S.",Edward S. Curtis,A Summer Camp - Lake Pomo,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.F.jpg,
23276,97.929.5,PH97643,"Curtis, Edward S.",Edward S. Curtis,A Coast Pomo Woman,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.I.jpg,
23277,97.929.8,PH97642,"Curtis, Edward S.",Edward S. Curtis,A Pomo Girl,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.H.jpg,
23278,97.929.22,PH97644,"Curtis, Edward S.",Edward S. Curtis,Pomo Seed - Growing Utensils,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.J.jpg,
23279,97.929.28,PH97641,"Curtis, Edward S.",Edward S. Curtis,Wild Grapes - Pomo,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.G.jpg,
23280,97.929.21,PH97645,"Curtis, Edward S.",Edward S. Curtis,"Pomo Baskets, Mortar and Pestle",photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.K.jpg,
23281,97.929.15,PH97647,"Curtis, Edward S.",Edward S. Curtis,Aged Pomo Woman,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.M.jpg,
23282,97.929.4,PH97646,"Curtis, Edward S.",Edward S. Curtis,A Coast Pomo Girl,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.L.jpg,
23283,97.929.12,PH97649,"Curtis, Edward S.",Edward S. Curtis,A Wappo Woman,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.O.jpg,
23284,97.929.11,PH97648,"Curtis, Edward S.",Edward S. Curtis,A Wappo,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.N.jpg,
23285,97.929.20,PH97650,"Curtis, Edward S.",Edward S. Curtis,Otila - Maidu,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.P.jpg,
23286,97.929.1,PH97662,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Matron,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.BB.jpg,
23287,97.929.26,PH97652,"Curtis, Edward S.",Edward S. Curtis,The Fishing Pool - Southern Miwok,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.R.jpg,
23288,97.929.9,PH97653,"Curtis, Edward S.",Edward S. Curtis,A Southern Miwok,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.S.jpg,
23289,97.929.14,PH97656,"Curtis, Edward S.",Edward S. Curtis,A Yauelmani Yokuts,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.V.jpg,
23290,97.929.27,PH97636,"Curtis, Edward S.",Edward S. Curtis,The Hunter - Lake Pomo,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.B.jpg,
23291,97.929.2,PH97655,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Yokuts,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.U.jpg,
23292,97.929.25,PH97654,"Curtis, Edward S.",Edward S. Curtis,The Fisherman - Southern Miwok,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.T.jpg,
23293,97.929.16,PH97657,"Curtis, Edward S.",Edward S. Curtis,Art as Old as the Tree - Southern Yokuts,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.W.jpg,
23294,97.929.29,PH97659,"Curtis, Edward S.",Edward S. Curtis,Yokuts Basketry Designs (a),photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.Y.jpg,
23295,97.929.30,PH97660,"Curtis, Edward S.",Edward S. Curtis,Yokuts Basketry Designs (b),photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.Z.jpg,
23296,97.929.3,PH97661,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Yokuts Type,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.AA.jpg,
23297,97.929.6,PH97651,"Curtis, Edward S.",Edward S. Curtis,A Miwok Head-Man,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.Q.jpg,
23300,97.929.13,PH97664,"Curtis, Edward S.",Edward S. Curtis,A Yaudanchi Yokuts Woman,photogravure,22 in. x 18 in. (55.88 cm x 45.72 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.929.DD.jpg,
23301,97.930.B,PH97665,"Curtis, Edward S.",Edward S. Curtis,A Kato Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.B.jpg,
23302,97.930.C,PH97666,"Curtis, Edward S.",Edward S. Curtis,A Kato Matron,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.C.jpg,
23303,97.930.D,PH97667,"Curtis, Edward S.",Edward S. Curtis,Tachahaqachile - Kato,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.D.jpg,
23304,97.930.E,PH97668,"Curtis, Edward S.",Edward S. Curtis,A Wailaki Man,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.E.jpg,
23305,97.930.F,PH97669,"Curtis, Edward S.",Edward S. Curtis,A Wailaki Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.F.jpg,
23306,97.930.G,PH97670,"Curtis, Edward S.",Edward S. Curtis,A Wappo Matron,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.G.jpg,
23307,97.930.H,PH97671,"Curtis, Edward S.",Edward S. Curtis,Old Woman in Mourning - Yuki,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.H.jpg,
23308,97.930.I,PH97672,"Curtis, Edward S.",Edward S. Curtis,A Yuki Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.I.jpg,
23309,97.930.J,PH97673,"Curtis, Edward S.",Edward S. Curtis,Modern Yuki Cabin,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.J.jpg,
23311,97.930.L,PH97675,"Curtis, Edward S.",Edward S. Curtis,Sherwood Valley Girl - Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.L.jpg,
23312,97.930.M,PH97676,"Curtis, Edward S.",Edward S. Curtis,"A Mixed-blood, Coast Pomo",photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.M.jpg,
23313,97.930.N,PH97677,"Curtis, Edward S.",Edward S. Curtis,A Coast Pomo Man,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.N.jpg,
23315,97.930.P,PH97679,"Curtis, Edward S.",Edward S. Curtis,Koshonono - Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.P.jpg,
23316,97.930.Q,PH97680,"Curtis, Edward S.",Edward S. Curtis,An Eastern Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.Q.jpg,
23317,97.930.R,PH97681,"Curtis, Edward S.",Edward S. Curtis,A Pomo Camp,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.R.jpg,
23318,97.930.S,PH97682,"Curtis, Edward S.",Edward S. Curtis,A Pomo Girl,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.S.jpg,
23319,97.930.T,PH97683,"Curtis, Edward S.",Edward S. Curtis,A Coast Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.T.jpg,
23320,97.930.U,PH97684,"Curtis, Edward S.",Edward S. Curtis,Eastern Pomo Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.U.jpg,
23322,97.930.W,PH97686,"Curtis, Edward S.",Edward S. Curtis,Pomo Baskets,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.W.jpg,
23323,97.930.X,PH97687,"Curtis, Edward S.",Edward S. Curtis,Pomo Baskets and Magnesite Beads,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.X.jpg,
23327,97.930.BB,PH97691,"Curtis, Edward S.",Edward S. Curtis,Basket Used in Puberty Rites - Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.BB.jpg,
23328,97.930.CC,PH97692,"Curtis, Edward S.",Edward S. Curtis,Pomo Dance Costume,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.CC.jpg,
23330,97.930.EE,PH97694,"Curtis, Edward S.",Edward S. Curtis,On Russian River - Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.EE.jpg,
23332,97.930.GG,PH97696,"Curtis, Edward S.",Edward S. Curtis,Coast Pomo with Feather Head-dress,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.GG.jpg,
23333,97.930.HH,PH97697,"Curtis, Edward S.",Edward S. Curtis,Coast Pomo Bridal Costume,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.HH.jpg,
23335,97.930.JJ,PH97699,"Curtis, Edward S.",Edward S. Curtis,Gathering Seeds - Coast Pomo,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.JJ.jpg,
23337,97.930.LL,PH97701,"Curtis, Edward S.",Edward S. Curtis,Pomo Mother and Child,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.LL.jpg,
23338,97.930.MM,PH97702,"Curtis, Edward S.",Edward S. Curtis,On the Merced - Southern Miwok,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.MM.jpg,
23339,97.930.NN,PH97703,"Curtis, Edward S.",Edward S. Curtis,A Southern Miwok,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.NN.jpg,
23340,97.930.OO,PH97704,"Curtis, Edward S.",Edward S. Curtis,A Southern Miwok - Profile,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.OO.jpg,
23341,97.930.PP,PH97705,"Curtis, Edward S.",Edward S. Curtis,Sifting Basket - Southern Miwok,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.PP.jpg,
23342,97.930.QQ,PH97706,"Curtis, Edward S.",Edward S. Curtis,A Southern Miwok Youth,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.QQ.jpg,
23344,97.930.SS,PH97708,"Curtis, Edward S.",Edward S. Curtis,A Boulder Milling-stone - Miwok,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.SS.jpg,
23345,97.930.TT,PH97709,"Curtis, Edward S.",Edward S. Curtis,A Southern Miwok Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.TT.jpg,
23346,97.930.UU,PH97710,"Curtis, Edward S.",Edward S. Curtis,Otila - Maidu,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.UU.jpg,
23347,97.930.VV,PH97711,"Curtis, Edward S.",Edward S. Curtis,A Maidu Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.VV.jpg,
23348,97.930.WW,PH97712,"Curtis, Edward S.",Edward S. Curtis,A Maidu Man,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.WW.jpg,
23349,97.930.XX,PH97713,"Curtis, Edward S.",Edward S. Curtis,A Maidu Boy,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.XX.jpg,
23350,97.930.YY,PH97714,"Curtis, Edward S.",Edward S. Curtis,Cradle-basket - Chukchansi Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.YY.jpg,
23351,97.930.ZZ,PH97715,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.ZZ.jpg,
23352,97.930.AAA,PH97716,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Woman - Profile,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.AAA.jpg,
23353,97.930.BBB,PH97717,"Curtis, Edward S.",Edward S. Curtis,A Yaudanchi Yokuts Woman,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.BBB.jpg,
23354,97.930.CCC,PH97718,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Matron,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.CCC.jpg,
23355,97.930.DDD,PH97719,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Yokuts Woman (a),photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.DDD.jpg,
23356,97.930.EEE,PH97720,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Yokuts Woman (b),photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.EEE.jpg,
23357,97.930.FFF,PH97721,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Head-man,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.FFF.jpg,
23358,97.930.GGG,PH97722,"Curtis, Edward S.",Edward S. Curtis,A Chief - Chukchansi Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.GGG.jpg,
23359,97.930.HHH,PH97723,"Curtis, Edward S.",Edward S. Curtis,A Yauelmani Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.HHH.jpg,
23360,97.930.III,PH97724,"Curtis, Edward S.",Edward S. Curtis,Old Bob - Tachi Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.III.jpg,
23361,97.930.JJJ,PH97725,"Curtis, Edward S.",Edward S. Curtis,A Chukchansi Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.JJJ.jpg,
23362,97.930.KKK,PH97726,"Curtis, Edward S.",Edward S. Curtis,Jack Rowan - Chukchansi Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.KKK.jpg,
23363,97.930.LLL,PH97727,"Curtis, Edward S.",Edward S. Curtis,The Tule Pool - Southern Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.LLL.jpg,
23364,97.930.MMM,PH97728,"Curtis, Edward S.",Edward S. Curtis,A Gem of Basketry - Southern Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.MMM.jpg,
23366,97.930.OOO,PH97730,"Curtis, Edward S.",Edward S. Curtis,The Pigeon-blind - Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.OOO.jpg,
23367,97.930.PPP,PH97731,"Curtis, Edward S.",Edward S. Curtis,Entrance to the Painted Cave,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.PPP.jpg,
23368,97.930.QQQ,PH97732,"Curtis, Edward S.",Edward S. Curtis,Looking out of the Painted Cave,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.QQQ.jpg,
23369,97.930.RRR,PH97733,"Curtis, Edward S.",Edward S. Curtis,Chukchansi Cradle-baskets,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.RRR.jpg,
23370,97.930.SSS,PH97734,"Curtis, Edward S.",Edward S. Curtis,Yokuts Kitchen Utensils and Milling-stone,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.SSS.jpg,
23371,97.930.TTT,PH97735,"Curtis, Edward S.",Edward S. Curtis,Rattlesnake Design in Yokuts Basketry,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.TTT.jpg,
23372,97.930.UUU,PH97736,"Curtis, Edward S.",Edward S. Curtis,Animal Designs in Yokuts Basketry,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.UUU.jpg,
23373,97.930.VVV,PH97737,"Curtis, Edward S.",Edward S. Curtis,Baskets in the Painted Cave - Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.VVV.jpg,
23374,97.930.WWW,PH97738,"Curtis, Edward S.",Edward S. Curtis,Among the Tules - Yokuts,photogravure,12 5/8 in. x 10 1/4 in. (32.07 cm x 26.04 cm),1924,,,,,,,,,,,California,photograph,I:\Images\04_Web\1997\97.930.WWW.jpg,
