_ID (Object),Accession Number,Temp ID,Artist Sort Name,Display Artist,Display Title,Display Medium,Display Dimensions,Display Create Date,City,County,Feature Description,TGN ID,Geoname,Historic place,Neighborhood,Direction,Guess,Extent,State Province,Object Type,Media Filepath ,EMA web address
144494,2012.259,PH12.031,"Gordon, Richard",Richard Gordon,San Francisco,inkjet print,20 in. x 13 1/2 in. (50.8 cm x 34.29 cm),2009,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH12.031_01_b02.jpg,http://www.sfmoma.org/explore/collection/artwork/144494
136443,2011.98,PH10.122,"Grannan, Katy",Katy Grannan,"Anonymous, San Francisco",inkjet print,28 1/8 in. x 21 5/8 in. (71.44 cm x 54.93 cm),2009; printed 2010,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2011\2011.98_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/136443
9132,93.2,,"Graves, Kenneth",Kenneth Graves,"Man with buffer, San Francisco, Ca",gelatin silver print,"10-15/16 x 13-15/16""",1969,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.200.jpg,
9133,93.201,,"Graves, Kenneth",Kenneth Graves,"Meat, San Francisco, Ca.",gelatin silver print,7 9/16 in. x 11 3/8 in. (19.21 cm x 28.89 cm),1970,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.201_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/9133
9134,93.202,,"Graves, Kenneth",Kenneth Graves,"Telephones, San Francisco, California",gelatin silver print,7 5/8 in. x 10 3/16 in. (19.37 cm x 25.88 cm),1968,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.202_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/9134
7566,90.45,,"Gutmann, John",John Gutmann,Japanese Admirals on Flagship Visiting San Francisco,gelatin silver print,4 in. x 4 3/8 in. (10.16 cm x 11.11 cm),1936,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1990\90.45.jpg,
7573,90.52,,"Gutmann, John",John Gutmann,"Alice from Dallas, San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1937,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,http://www.sfmoma.org/explore/collection/artwork/7573
7576,90.55,,"Gutmann, John",John Gutmann,Sex and Crime,gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1935,San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\1990\90.55_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/7576
7578,90.57,,"Gutmann, John",John Gutmann,"Against!, San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1939,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
11848,76.113,,"Gutmann, John",John Gutmann,"Sex and Crime, San Francisco",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),"1935, ca. 1976",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1976\76.113.jpg,
32141,,ST1998.0205,"Gutmann, John",John Gutmann,"The Monkey, San Francisco",gelatin silver print,9 5/16 in. x 6 15/16 in. (23.65 cm x 17.62 cm),1938,San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\ST\ST1998.0205_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/32141
101265,2000.336,PH200067,"Gutmann, John",John Gutmann,"Funeral Procession for Killed Workers, General Strike, San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),"1934, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.336.jpg,http://www.sfmoma.org/explore/collection/artwork/101265
101269,2000.359,PH200071,"Gutmann, John",John Gutmann,"The Fleet Is In, San Francisco",gelatin silver print,11 in. x 14 in. (27.94 cm x 35.56 cm),"1934, printed ca. 1980",San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\2000\2000.359.jpg,http://www.sfmoma.org/explore/collection/artwork/101269
101276,2000.316,PH200078,"Gutmann, John",John Gutmann,"I am the Magic Hand, San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),"1937, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\2000\2000.316.jpg,http://www.sfmoma.org/explore/collection/artwork/101276
101279,2000.323,PH200081,"Gutmann, John",John Gutmann,"Aerialists, San Francisco",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),"1938, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\2000\2000.323.jpg,http://www.sfmoma.org/explore/collection/artwork/101279
101283,2000.322,PH200085,"Gutmann, John",John Gutmann,"Yes, Columbus Did Discover America! San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),"1938, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.322.jpg,http://www.sfmoma.org/explore/collection/artwork/101283
101284,2000.334,PH200086,"Gutmann, John",John Gutmann,"Freaky Faces Graffiti (Masks Graffiti), San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),"1939, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.334.jpg,http://www.sfmoma.org/explore/collection/artwork/101284
101285,2000.315,PH200087,"Gutmann, John",John Gutmann,"God Is Love, San Francisco",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),"1939, printed ca. 1974",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.315.jpg,http://www.sfmoma.org/explore/collection/artwork/101285
101295,2000.318,PH200097,"Gutmann, John",John Gutmann,"Surplus Goods, San Francisco",gelatin silver print,14 in. x 11 in. (35.56 cm x 27.94 cm),"1946, printed ca. 1985",San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\2000\2000.318.jpg,http://www.sfmoma.org/explore/collection/artwork/101295
101300,2000.34,PH2000102,"Gutmann, John",John Gutmann,"Machine Gunners, San Francisco",gelatin silver print,14 in. x 11 in. (35.56 cm x 27.94 cm),"1950, printed ca. 1985",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.340.jpg,http://www.sfmoma.org/explore/collection/artwork/101300
101312,2000.367,PH2000114,"Gutmann, John",John Gutmann,"Vanishing Gangsters, San Francisco",gelatin silver print,2 1/4 in. x 2 1/4 in. (5.72 cm x 5.72 cm),1934,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2000\2000.367.jpg,http://www.sfmoma.org/explore/collection/artwork/101312
101314,2000.329,PH2000116,"Gutmann, John",John Gutmann,"Czechoslovakian Gymnasts, San Francisco",gelatin silver print,9 1/2 in. x 7 1/2 in. (24.13 cm x 19.05 cm),1939,San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\2000\2000.329_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/101314
32143,,ST1998.0207,"Hagemeyer, Johan",Johan Hagemeyer,"View from a Roof, San Francisco",gelatin silver print,9 in. x 7 in. (22.86 cm x 17.78 cm),1923,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\ST\ST1998.0207.jpg,
11860,85.333,,"Harding, John",John Harding,Untitled,chromogenic print,16 in. x 20 in. (40.64 cm x 50.8 cm),1985,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1985\85.333.JPG,http://www.sfmoma.org/explore/collection/artwork/11860
11862,85.335,,"Harding, John",John Harding,Untitled,chromogenic print,22 1/4 in. x 28 5/16 in. (56.52 cm x 71.91 cm),1985,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1985\85.335.jpg,http://www.sfmoma.org/explore/collection/artwork/11862
17786,96.292,,"Harding, John",John Harding,Untitled,chromogenic print,16 in. x 20 in. (40.64 cm x 50.8 cm),1983,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1996\96.292.jpg,http://www.sfmoma.org/explore/collection/artwork/17786
107918,2004.91,PH02.014,"Harding, John",John Harding,"Big Mac in car, San Francisco CA, 3/98",chromogenic print,16 in. x 20 in. (40.64 cm x 50.8 cm),1998,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2004\2004.91_01_b04.jpg,
11870,88.278,,"Harding, John",John Harding,"Valencia Arms, San Francisco",chromogenic print,16 in. x 20 in. (40.64 cm x 50.8 cm),1983,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1988\88.278.JPG,
28190,88.42,,"Harding, John",John Harding,"Mars Alley, San Francisco",chromogenic print,16 in. x 20 in. (40.64 cm x 50.8 cm),1984,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1988\88.42.jpg,http://www.sfmoma.org/explore/collection/artwork/28190
107920,2004.92,PH02.016,"Harding, John",John Harding,"Sun Dress, Union St., San Francisco, CA",chromogenic print,8 1/2 in. x 11 in. (21.59 cm x 27.94 cm),1997,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2004\2004.92_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/107920
11873,84.35,,"Hassel, Paul",Paul Hassel,S.F. Architectural detail,gelatin silver print,,c. 1960,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.350.jpg,
11874,84.351,,"Hassel, Paul",Paul Hassel,S.F. Architectural detail,gelatin silver print,,c. 1960,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.351.jpg,
11876,84.353,,"Hassel, Paul",Paul Hassel,San Francisco,gelatin silver print,13 3/8 in. x 8 9/16 in. (33.97 cm x 21.75 cm),ca. 1950s,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.353.jpg,http://www.sfmoma.org/explore/collection/artwork/11876
11878,84.355,,"Hassel, Paul",Paul Hassel,People at S.F. Art Festival,gelatin silver print,,1958,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.355.jpg,
11880,84.357,,"Hassel, Paul",Paul Hassel,SF Architectural detail,gelatin silver print,,1955,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.357.jpg,
11881,84.358,,"Hassel, Paul",Paul Hassel,SF Architectural detail,gelatin silver print,,1955,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.358.jpg,
11886,84.363,,"Hassel, Paul",Paul Hassel,SF Art Festival Bay Area Photographers exhibit,gelatin silver print,,1957,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1984\84.363.jpg,
124175,,PST0510,"Hays, Susannah",Susannah Hays,San Francisco Art Institute; View Towards Entry,gelatin silver print,11 in. x 14 in. (27.94 cm x 35.56 cm),2002,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PST\PST0510.jpg,
114102,2003.375,PH03.262,"Heick, William R.",William R. Heick,"On the 22 Fillmore, San Francisco",gelatin silver print,7 15/16 in. x 9 3/4 in. (20.16 cm x 24.77 cm),1948,San Francisco,San Francisco,San Francisco,7014456,,,,horizontal,,,California,photograph,I:\Images\04_Web\2003\2003.375_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/114102
106386,2001.279.2,PH01.353.2,"Heick, William R.",William R. Heick,"Woman on 22 Filmore with ""Life""",gelatin silver contact print,2 3/8 in. x 2 1/2 in. (6.03 cm x 6.35 cm),1948,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.279.2_01_b04.jpg,
106482,2001.279.3,PH01.353.3,"Heick, William R.",William R. Heick,"Woman on 22 Filmore with ""Life""",proof print,4 in. x 3 1/4 in. (10.16 cm x 8.26 cm),1948,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.279.3_01_b04.jpg,
12013,85.7,,"Henningsen, Chuck",Chuck Henningsen,Computer Man (San Francisco Calif),gelatin silver print with sel & sepia,,1984,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
29197,78.57,,"Holub, Leo",Leo Holub,"Stolen Wheels, San Francisco, 1974",gelatin silver print,,1974,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1978\78.57.JPG,
28496,73.10.15,,"Howard, David",David Howard,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Inst",gelatin silver print,7 5/16 in. x 7 3/8 in. (18.63 cm x 18.73 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
134514,2009.379,PH09.115,"Hoyt, Stanley",Stanley Hoyt,San Francisco (Pacific Coast Credit Clothing Co.),gelatin silver print,4 1/2 in. x 6 3/8 in. (11.43 cm x 16.19 cm),1908,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,S:\Photography\Accessions\2009-2010 Accessions\YEG\Hoyt\bbc 7358.jpg,
134505,2009.375,PH09.106,"Hoyt, Stanley",Stanley Hoyt,"Billboards - Pure Drugs, Calegaries Pharmacy",gelatin silver print,6 1/2 in. x 4 1/2 in. (16.51 cm x 11.43 cm),ca. 1907-1910,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,S:\Photography\Accessions\2009-2010 Accessions\YEG\Hoyt\bbc 6174.jpg,
134512,2009.369,PH09.113,"Hoyt, Stanley",Stanley Hoyt,Billboards - Bismark Cafe,gelatin silver print,6 1/2 in. x 4 1/2 in. (16.51 cm x 11.43 cm),ca. 1907-1910,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,S:\Photography\Accessions\2009-2010 Accessions\YEG\Hoyt\bbc 6181.jpg,
29447,73.10.12,,"Humble, John",John Humble,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,3 1/4 in. x 9 11/16 in. (8.26 cm x 24.61 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
28315,70.40.3,,"Jones, Pirkle",Pirkle Jones,View of San Francisco in the Rain,gelatin silver print,9 1/4 in. x 13 3/8 in. (23.5 cm x 33.97 cm),1952; printed 1968,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1970\70.40.3_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/28315
28316,70.40.4,,"Jones, Pirkle",Pirkle Jones,"Woman with Umbrella, San Francisco",gelatin silver print,,1955,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1970\70.40.4_01_s04.jpg,
28318,70.40.6,,"Jones, Pirkle",Pirkle Jones,"Figures in Rain, San Francisco, from Portfolio Two: Twelve Photographs by Pirkle Jones",gelatin silver print,10 in. x 13 1/2 in. (25.4 cm x 34.29 cm),1955,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1970\70.40.6_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/28318
28324,70.40.12,,"Jones, Pirkle",Pirkle Jones,"Garden Detail, San francisco",gelatin silver print,,1947,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1970\70.40.12_01_s04.jpg,
111423,86.172,86.172,"Jones, Pirkle",Pirkle Jones,"Untitled, from the series Chinese New Year, San Francisco",gelatin silver print,9 3/8 in. x 7 7/16 in. (23.81 cm x 18.89 cm),1955,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1986\86.172_01_d04.jpg,http://www.sfmoma.org/explore/collection/artwork/111423
150603,2014.89,PH13.180,"Jones, Pirkle",Pirkle Jones,"Untitled [Mennonite woman wearing apron, Farmer's Market, San Francisco]",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1949,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.180_01_B04.jpg,
150604,2014.79,PH13.181,"Jones, Pirkle",Pirkle Jones,"Untitled [Boy selling corn, Farmer's Market, San Francisco]",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1948,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.181._01_B04.jpg,
150605,2014.99,PH13.182,"Jones, Pirkle",Pirkle Jones,"Untitled [Young black boy carrying greens, Farmer's Market, San Francisco]",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1949; printed 1960,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.182_01_B04.jpg,
150606,2014.78,PH13.183,"Jones, Pirkle",Pirkle Jones,"Untitled [Black man carrying three bags of corn, Farmer's Market, San Francisco]",gelatin silver print,10 3/8 in. x 8 1/2 in. (26.37 cm x 21.59 cm),1949; printed 1960,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.183_01_B04.jpg,
150628,2014.9,PH13.205,"Jones, Pirkle",Pirkle Jones,"Untitled [Mother and daughter selling beets, Farmer's Market, San Francisco]",gelatin silver print,10 in. x 8 in. (25.4 cm x 20.32 cm),1949,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.205_01_B04.jpg,
150634,2014.94,PH13.211,"Jones, Pirkle",Pirkle Jones,"Untitled [Salesman helping woman try on shoe, Bally Shoes, San Francisco]",gelatin silver print,8 in. x 10 in. (20.32 cm x 25.4 cm),1966,,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PH\PH13.211_01_B04.jpg,
29446,73.10.11,,"Josefsberg, Steven",Steven Josefsberg,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Inst",gelatin silver print,,1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
28489,73.10.1,,"Kahn, Toby",Toby Kahn,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Institute",gelatin silver print,,"1971, printed 1972",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
28498,73.10.9,,"Katz, Barbara",Barbara Katz,"Untitled, from the portfolio Fifteen Photographs from the San Francisco Art Inst",gelatin silver print,4 3/8 in. x 6 5/8 in. (11.11 cm x 16.83 cm),1972,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
16396,96.507,PH96110,"Keenan Jr., Larry",Larry Keenan Jr.,"Neal Cassady Shaving at Allen Ginsberg's Apartment, S.F.",gelatin silver print,16 in. x 20 in. (40.64 cm x 50.8 cm),1965,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
28388,75.6,,"Kessler, Chester",Chester Kessler,San Francisco Playhouse Group: Ruins of the Alcazar Theater,gelatin silver print,10 3/8 in. x 13 1/2 in. (26.35 cm x 34.29 cm),1962,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1975\75.60_01_s04.jpg,
7694,91.315.A-M,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 in. x 15 15/16 in. (50.32 cm x 40.48 cm),1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7695,91.315.A,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7696,91.315.B,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 7/8,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7697,91.315.C,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 3/4 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7698,91.315.D,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7699,91.315.E,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7700,91.315.F,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 7/8 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7701,91.315.G,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 7/8 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7702,91.315.H,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 7/8 x 16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7703,91.315.I,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7704,91.315.J,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 7/8 x 16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7705,91.315.K,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7706,91.315.L,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
7707,91.315.M,,"Klett, Mark",Mark Klett,Panorama of San Francisco From California Street Hill,gelatin silver print,19 13/16 x 15 15/16,1990,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,,
123824,,PST0265,"Klett, Mark",Mark Klett,Panorama of San Francisco,gelatin silver print,,"1990, printed 2001",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PST\pst0265.jpg,
31717,2001.184,PH99215,"Kocol, Mary",Mary Kocol,"Round Top Trees, San Francisco",chromogenic print,25 1/4 in. x 37 1/2 in. (64.14 cm x 95.25 cm),"1993, printed 1994",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.184_01_b04.jpg,http://www.sfmoma.org/explore/collection/artwork/31717
9141,93.209,,"Lange, Dorothea",Dorothea Lange,Frances Reiners (Mrs. Al Esberg),gelatin silver print,9 9/16 in. x 7 1/16 in. (24.29 cm x 17.94 cm),1921,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.209_01_H02.jpg,
9142,93.21,,"Lange, Dorothea",Dorothea Lange,Anagusta Reiners (Mrs. John A. Reiners),gelatin silver print,7 3/4 in. x 9 3/8 in. (19.69 cm x 23.81 cm),1921,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.210_01_H02.jpg,
9143,93.211,,"Lange, Dorothea",Dorothea Lange,Anita Reiners Bohling,gelatin silver print,9 3/4 in. x 6 7/8 in. (24.77 cm x 17.46 cm),1921,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1993\93.211_01_H02.jpg,
27666,98.728,PH98350,"Lange, Dorothea",Dorothea Lange,Portrait of Charles Raas,gelatin silver print,8 1/4 in. x 6 1/8 in. (20.96 cm x 15.56 cm),1933,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.728_01_B04.jpg,
27667,98.729,PH98351,"Lange, Dorothea",Dorothea Lange,Portrait of Charles Raas (Variant),gelatin silver print,7 1/2 in. x 5 3/4 in. (19.05 cm x 14.61 cm),1933,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.729_01_B04.jpg,
27668,98.731,PH98352,"Lange, Dorothea",Dorothea Lange,Portrait of Ernestine Raas (Variant),gelatin silver print,6 5/8 in. x 6 7/8 in. (16.83 cm x 17.46 cm),1930,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.731_01_B04.jpg,
27669,98.732,PH98353,"Lange, Dorothea",Dorothea Lange,Portrait of Mrs. Louis Samuels,gelatin silver print,4 1/2 in. x 3 1/2 in. (11.43 cm x 8.89 cm),1934,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.732_01_B04.jpg,
27686,98.727,PH98361,"Lange, Dorothea",Dorothea Lange,"Portrait of Adele Raas, San Francisco",gelatin silver print,6 1/8 in. x 5 in. (15.56 cm x 12.7 cm),1927,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.727_01_B04.jpg,
27746,98.73,PH98429,"Lange, Dorothea",Dorothea Lange,Portrait of Ernestine Raas,gelatin silver print,9 1/4 in. x 6 1/2 in. (23.5 cm x 16.51 cm),1930,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\1998\98.730_01_B04.jpg,
111616,,PST0421,"Lange, Dorothea",Dorothea Lange,"Policeman on Street, San Francisco",gelatin silver print,8 1/8 in. x 5 1/4 in. (20.64 cm x 13.34 cm),1934,San Francisco,San Francisco,San Francisco,7014456,,,,vertical,,,California,photograph,I:\Images\04_Web\PST\PST0421_01_e02.jpg,
123875,,PST0422,"Lange, Dorothea",Dorothea Lange,"May Day Demonstration, San Francisco ",gelatin silver print,9 1/2 in. x 7 1/2 in. (24.13 cm x 19.05 cm),1934,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\PST\PST0422.jpg,
134687,,UCPH09.004,"Lange, Dorothea",Dorothea Lange,"Newspaper Stand, San Francisco, California",gelatin silver print,14  x 11 in. (35.56  x 27.94 cm),"1939, printed 1990s",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\UCPH\UCPH09.004_01_H02.jpg,
134688,,UCPH09.003,"Lange, Dorothea",Dorothea Lange,"General Strike, San Francisco, California",gelatin silver print,14  x 11 in. (35.56  x 27.94 cm),"1934, printed 1990s",San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\UCPH\UCPH09.003_01_H02.jpg,
107271,2001.504,PH01.485,"Latour, Ira",Ira Latour,"Ira Latour with Ansel Adams Portrait, San Francisco, December, 1945",gelatin silver print,10 in. x 10 in. (25.4 cm x 25.4 cm),2001,San Francisco,San Francisco,San Francisco,7014456,,,,,,,California,photograph,I:\Images\04_Web\2001\2001.504_01_g04.jpg,
